movieId,title,genres,avg_rating,rating_count,tmdbId,all_tags,content_text
3103,Stanley & Iris (1990),Drama|Romance,2.75,2.0,36094.0,,dramaromance stanley & iris
3104,Midnight Run (1988),Action|Comedy|Crime|Thriller,3.6363636363636362,22.0,9013.0,,actioncomedycrimethriller midnight run
3105,Awakenings (1990),Drama|Mystery,3.6818181818181817,22.0,11005.0,,dramamystery awakenings
3106,Come See the Paradise (1990),Drama|Romance,1.0,1.0,59820.0,,dramaromance come see the paradise
3107,Backdraft (1991),Action|Drama,3.3043478260869565,23.0,2924.0,,actiondrama backdraft
3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,3.8055555555555554,36.0,177.0,homeless,"comedydramafantasyromance fisher king, the homeless"
3109,"River, The (1984)",Drama,3.5,4.0,38557.0,,"drama river, the"
3111,Places in the Heart (1984),Drama,4.25,4.0,13681.0,racism,drama places in the heart racism
3112,'night Mother (1986),Drama,3.0,1.0,34760.0,,drama 'night mother
3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,2.7,15.0,9946.0,,actionfantasyhorrormysterythriller end of days
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,3.8608247422680413,97.0,863.0,animation disney funny original pixar sequel tom hanks,adventureanimationchildrencomedyfantasy toy story 2 animation disney funny original pixar sequel tom hanks
3115,Flawless (1999),Drama,4.0,5.0,31582.0,men in drag,drama flawless men in drag
3117,Ride with the Devil (1999),Drama|Romance|War,3.875,4.0,22267.0,,dramaromancewar ride with the devil
3120,"Distinguished Gentleman, The (1992)",Comedy,3.5,2.0,10411.0,,"comedy distinguished gentleman, the"
3125,"End of the Affair, The (1999)",Drama,4.0,1.0,20024.0,graham greene,"drama end of the affair, the graham greene"
3127,Holy Smoke (1999),Comedy|Drama,2.8333333333333335,3.0,13787.0,,comedydrama holy smoke
3129,Sweet and Lowdown (1999),Comedy|Drama,3.6666666666666665,3.0,9684.0,,comedydrama sweet and lowdown
3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama,2.4,5.0,9586.0,,comedycrimedrama bonfire of the vanities
3132,Daddy Long Legs (1919),Comedy|Drama,2.0,1.0,70801.0,,comedydrama daddy long legs
3134,Grand Illusion (La grande illusion) (1937),Drama|War,3.7142857142857144,7.0,777.0,downbeat poignant,dramawar grand illusion (la grande illusion) downbeat poignant
3135,"Great Santini, The (1979)",Drama,3.6666666666666665,3.0,21887.0,fatherhood,"drama great santini, the fatherhood"
3138,Stealing Home (1988),Drama,3.0,2.0,32331.0,,drama stealing home
3141,"Two Jakes, The (1990)",Drama,1.25,2.0,32669.0,,"drama two jakes, the"
3142,U2: Rattle and Hum (1988),Documentary|Musical,3.25,4.0,18161.0,,documentarymusical u2: rattle and hum
3143,Hell in the Pacific (1968),Drama|War,3.0,1.0,31681.0,,dramawar hell in the pacific
3145,Cradle Will Rock (1999),Drama,3.1666666666666665,3.0,32274.0,,drama cradle will rock
3146,Deuce Bigalow: Male Gigolo (1999),Comedy,2.323529411764706,17.0,10402.0,,comedy deuce bigalow: male gigolo
3147,"Green Mile, The (1999)",Crime|Drama,4.148648648648648,111.0,497.0,stephen king,"crimedrama green mile, the stephen king"
3148,"Cider House Rules, The (1999)",Drama,3.75,26.0,1715.0,,"drama cider house rules, the"
3150,"War Zone, The (1999)",Drama|Thriller,3.25,2.0,42739.0,,"dramathriller war zone, the"
3152,"Last Picture Show, The (1971)",Drama,4.5,8.0,25188.0,black-and-white,"drama last picture show, the black-and-white"
3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,4.4,5.0,15515.0,,"actionadventurefantasy 7th voyage of sinbad, the"
3155,Anna and the King (1999),Drama|Romance,3.6666666666666665,9.0,1439.0,,dramaromance anna and the king
3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi,2.8,15.0,2277.0,,dramaromancesci-fi bicentennial man
3157,Stuart Little (1999),Children|Comedy|Fantasy,2.8421052631578947,19.0,10137.0,,childrencomedyfantasy stuart little
3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,3.6666666666666665,3.0,10387.0,,"drama emperor and the assassin, the (jing ke ci qin wang)"
3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,3.8333333333333335,15.0,49948.0,,animationchildrenmusicalimax fantasia 2000
3160,Magnolia (1999),Drama,3.7115384615384617,52.0,334.0,l.a.,drama magnolia l.a.
3161,Onegin (1999),Drama|Romance,3.0,2.0,30237.0,,dramaromance onegin
3162,Simpatico (1999),Comedy|Drama,3.0,1.0,50116.0,,comedydrama simpatico
3163,Topsy-Turvy (1999),Comedy|Drama|Musical,3.875,4.0,46435.0,,comedydramamusical topsy-turvy
3165,Boiling Point (1993),Action|Drama,3.0,2.0,22213.0,,actiondrama boiling point
3167,Carnal Knowledge (1971),Comedy|Drama,3.5,4.0,36492.0,,comedydrama carnal knowledge
3168,Easy Rider (1969),Adventure|Drama,3.603448275862069,29.0,624.0,,adventuredrama easy rider
3169,The Falcon and the Snowman (1985),Crime|Drama|Thriller,3.3,5.0,26578.0,,crimedramathriller the falcon and the snowman
3171,Room at the Top (1959),Drama,4.0,1.0,43103.0,,drama room at the top
3173,Any Given Sunday (1999),Drama,3.0,18.0,9563.0,,drama any given sunday
3174,Man on the Moon (1999),Comedy|Drama,3.4871794871794872,39.0,1850.0,andy kaufman,comedydrama man on the moon andy kaufman
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,3.58,75.0,926.0,spoof,adventurecomedysci-fi galaxy quest spoof
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,3.336734693877551,49.0,1213.0,based on a book creepy disturbing jude law murder obsession psychology secrets serial killer suspense europe,"dramamysterythriller talented mr. ripley, the based on a book creepy disturbing jude law murder obsession psychology secrets serial killer suspense europe"
3177,Next Friday (2000),Comedy,3.25,6.0,10471.0,,comedy next friday
3178,"Hurricane, The (1999)",Drama,3.53125,16.0,10400.0,boxing,"drama hurricane, the boxing"
3179,Angela's Ashes (1999),Drama,3.3333333333333335,3.0,10397.0,,drama angela's ashes
3181,Titus (1999),Drama,3.9166666666666665,6.0,12524.0,shakespeare,drama titus shakespeare
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary,4.0,5.0,28216.0,,"documentary mr. death: the rise and fall of fred a. leuchter, jr."
3183,"Third Miracle, The (1999)",Drama,3.0,1.0,36773.0,,"drama third miracle, the"
3185,Snow Falling on Cedars (1999),Drama,3.3333333333333335,3.0,10219.0,,drama snow falling on cedars
3186,"Girl, Interrupted (1999)",Drama,3.4642857142857144,28.0,3558.0,asylum based on a true story brittany murphy mental hospital psychology winona ryder,"drama girl, interrupted asylum based on a true story brittany murphy mental hospital psychology winona ryder"
3189,My Dog Skip (1999),Children|Drama,3.5454545454545454,11.0,17908.0,,childrendrama my dog skip
3190,Supernova (2000),Adventure|Sci-Fi|Thriller,2.0,4.0,10384.0,,adventuresci-fithriller supernova
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama,3.0,1.0,48233.0,in netflix queue,"drama terrorist, the (a.k.a. malli) (theeviravaathi) in netflix queue"
3194,"Way We Were, The (1973)",Drama|Romance,3.625,4.0,10236.0,,"dramaromance way we were, the"
3196,Stalag 17 (1953),Drama|War,3.7222222222222223,9.0,632.0,,dramawar stalag 17
3197,"Presidio, The (1988)",Action|Crime|Romance|Thriller,2.857142857142857,7.0,11851.0,,"actioncrimeromancethriller presidio, the"
3198,Papillon (1973),Crime|Drama,3.9285714285714284,14.0,5924.0,,crimedrama papillon
3200,"Last Detail, The (1973)",Comedy|Drama,4.25,8.0,14886.0,,"comedydrama last detail, the"
3201,Five Easy Pieces (1970),Drama,4.5,8.0,26617.0,,drama five easy pieces
3203,Dead Calm (1989),Thriller,3.1666666666666665,12.0,10493.0,,thriller dead calm
3204,"Boys from Brazil, The (1978)",Action|Mystery|Thriller,3.6875,8.0,16241.0,,"actionmysterythriller boys from brazil, the"
3206,Against All Odds (1984),Romance,2.3333333333333335,3.0,22160.0,,romance against all odds
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,2.1875,8.0,9644.0,,actioncomedy loaded weapon 1 (national lampoon's loaded weapon 1)
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,3.4761904761904763,42.0,13342.0,high school,comedydramaromance fast times at ridgemont high high school
3211,"Cry in the Dark, A (1988)",Drama,3.75,2.0,35119.0,a dingo ate my baby australia,"drama cry in the dark, a a dingo ate my baby australia"
3213,Batman: Mask of the Phantasm (1993),Animation|Children,4.115384615384615,13.0,14919.0,,animationchildren batman: mask of the phantasm
3214,American Flyers (1985),Drama,3.5,2.0,14040.0,,drama american flyers
3217,"Star Is Born, A (1937)",Drama,3.5,3.0,22692.0,,"drama star is born, a"
3219,Pacific Heights (1990),Mystery|Thriller,3.1923076923076925,13.0,2990.0,,mysterythriller pacific heights
3221,"Draughtsman's Contract, The (1982)",Drama,3.7,5.0,10831.0,,"drama draughtsman's contract, the"
3223,"Zed & Two Noughts, A (1985)",Drama,3.0,2.0,33078.0,,"drama zed & two noughts, a"
3224,Woman in the Dunes (Suna no onna) (1964),Drama,4.75,4.0,16672.0,,drama woman in the dunes (suna no onna)
3225,Down to You (2000),Comedy|Romance,2.0,4.0,10472.0,,comedyromance down to you
3230,"Odessa File, The (1974)",Thriller,3.875,4.0,21489.0,,"thriller odessa file, the"
3235,Where the Buffalo Roam (1980),Comedy,3.6666666666666665,3.0,13005.0,,comedy where the buffalo roam
3238,Eye of the Beholder (1999),Thriller,1.5833333333333333,6.0,18681.0,,thriller eye of the beholder
3240,"Big Tease, The (1999)",Comedy,3.25,2.0,20468.0,,"comedy big tease, the"
3241,"Cup, The (Phörpa) (1999)",Comedy,4.5,2.0,14521.0,,"comedy cup, the (phörpa)"
3243,Encino Man (1992),Comedy,2.4,15.0,10406.0,,comedy encino man
3244,"Goodbye Girl, The (1977)",Comedy|Romance,3.7083333333333335,12.0,14741.0,,"comedyromance goodbye girl, the"
3246,Malcolm X (1992),Drama,4.166666666666667,15.0,1883.0,,drama malcolm x
3247,Sister Act (1992),Comedy|Crime,3.0277777777777777,36.0,2005.0,nuns,comedycrime sister act nuns
3248,Sister Act 2: Back in the Habit (1993),Comedy,1.8928571428571428,14.0,6279.0,,comedy sister act 2: back in the habit
3249,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller,3.111111111111111,9.0,11087.0,,"dramathriller hand that rocks the cradle, the"
3250,Alive (1993),Drama,3.1666666666666665,9.0,7305.0,in netflix queue,drama alive in netflix queue
3251,Agnes of God (1985),Drama|Mystery,3.7,5.0,24735.0,,dramamystery agnes of god
3252,Scent of a Woman (1992),Drama,3.5925925925925926,27.0,9475.0,,drama scent of a woman
3253,Wayne's World (1992),Comedy,3.4754098360655736,61.0,8872.0,,comedy wayne's world
3254,Wayne's World 2 (1993),Comedy,3.2962962962962963,27.0,8873.0,,comedy wayne's world 2
3255,"League of Their Own, A (1992)",Comedy|Drama,3.466666666666667,45.0,11287.0,,"comedydrama league of their own, a"
3256,Patriot Games (1992),Action|Crime|Drama|Thriller,3.5161290322580645,31.0,9869.0,,actioncrimedramathriller patriot games
3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,2.859375,32.0,619.0,,"dramaromancethriller bodyguard, the"
3258,Death Becomes Her (1992),Comedy|Fantasy,2.8666666666666667,15.0,9374.0,plastic surgery,comedyfantasy death becomes her plastic surgery
3259,Far and Away (1992),Adventure|Drama|Romance,3.1363636363636362,11.0,11259.0,ireland,adventuredramaromance far and away ireland
3260,Howards End (1992),Drama,4.0,12.0,8293.0,e.m. forster,drama howards end e.m. forster
3261,Singles (1992),Comedy|Drama|Romance,3.1818181818181817,11.0,11068.0,,comedydramaromance singles
3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,3.409090909090909,11.0,1923.0,,crimedramamysterythriller twin peaks: fire walk with me
3263,White Men Can't Jump (1992),Comedy|Drama,3.0454545454545454,22.0,10158.0,basketball,comedydrama white men can't jump basketball
3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,2.423076923076923,26.0,10206.0,,actioncomedyhorror buffy the vampire slayer
3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,4.0,9.0,11782.0,gun fu heroic bloodshed,actioncrimedramathriller hard-boiled (lat sau san taam) gun fu heroic bloodshed
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,4.5,6.0,10086.0,black comedy crazy dark dark comedy dark humor serial killer,comedycrimedramathriller man bites dog (c'est arrivé près de chez vous) black comedy crazy dark dark comedy dark humor serial killer
3267,"Mariachi, El (1992)",Action|Crime|Thriller|Western,3.5555555555555554,18.0,9367.0,,"actioncrimethrillerwestern mariachi, el"
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,1.7727272727272727,11.0,9876.0,,actioncomedy stop! or my mom will shoot
3269,Forever Young (1992),Drama|Romance|Sci-Fi,2.8518518518518516,27.0,10326.0,,dramaromancesci-fi forever young
3270,"Cutting Edge, The (1992)",Comedy|Drama|Romance,2.7916666666666665,12.0,16562.0,figure skating,"comedydramaromance cutting edge, the figure skating"
3271,Of Mice and Men (1992),Drama,3.676470588235294,17.0,9609.0,,drama of mice and men
3272,Bad Lieutenant (1992),Crime|Drama,3.4375,8.0,12143.0,,crimedrama bad lieutenant
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,2.6724137931034484,29.0,4234.0,slasher spoof,comedyhorrormysterythriller scream 3 slasher spoof
3274,Single White Female (1992),Drama|Thriller,3.375,12.0,9605.0,,dramathriller single white female
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,4.22093023255814,43.0,8374.0,,"actioncrimedramathriller boondock saints, the"
3276,Gun Shy (2000),Comedy,1.0,1.0,29076.0,,comedy gun shy
3280,"Baby, The (1973)",Horror,1.5,1.0,28156.0,,"horror baby, the"
3281,"Brandon Teena Story, The (1998)",Documentary,2.0,1.0,113096.0,sexuality,"documentary brandon teena story, the sexuality"
3283,Minnie and Moskowitz (1971),Action,3.25,2.0,24349.0,,action minnie and moskowitz
3284,They Might Be Giants (1971),Comedy|Mystery|Romance,3.0,1.0,27841.0,,comedymysteryromance they might be giants
3285,"Beach, The (2000)",Adventure|Drama,3.0625,32.0,1907.0,,"adventuredrama beach, the"
3286,Snow Day (2000),Comedy,2.3,5.0,15489.0,,comedy snow day
3287,"Tigger Movie, The (2000)",Animation|Children,3.1666666666666665,3.0,15655.0,,"animationchildren tigger movie, the"
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,4.5,1.0,36210.0,,drama not one less (yi ge dou bu neng shao)
3294,Eaten Alive (1977),Horror,1.5,1.0,30062.0,,horror eaten alive
3295,Raining Stones (1993),Drama,4.0,1.0,62463.0,,drama raining stones
3296,To Sir with Love (1967),Drama,4.071428571428571,7.0,25934.0,,drama to sir with love
3298,Boiler Room (2000),Crime|Drama|Thriller,3.7142857142857144,21.0,14181.0,,crimedramathriller boiler room
3299,Hanging Up (2000),Comedy|Drama,2.6666666666666665,3.0,10385.0,,comedydrama hanging up
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,3.5641025641025643,39.0,2787.0,,horrorsci-fithriller pitch black
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,3.5238095238095237,42.0,2069.0,,"comedycrime whole nine yards, the"
3302,Beautiful People (1999),Comedy,4.75,2.0,61416.0,,comedy beautiful people
3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary,5.0,1.0,79515.0,,documentary black tar heroin: the dark end of the street
3306,"Circus, The (1928)",Comedy,4.125,4.0,28978.0,big top circus,"comedy circus, the big top circus"
3307,City Lights (1931),Comedy|Drama|Romance,3.8461538461538463,13.0,901.0,blind,comedydramaromance city lights blind
3308,"Flamingo Kid, The (1984)",Comedy|Drama,2.857142857142857,7.0,25010.0,,"comedydrama flamingo kid, the"
3310,"Kid, The (1921)",Comedy|Drama,4.1,5.0,10098.0,orphans,"comedydrama kid, the orphans"
3313,Class Reunion (1982),Comedy,1.5,2.0,33374.0,,comedy class reunion
3315,Happy Go Lovely (1951),Musical,4.5,1.0,127602.0,,musical happy go lovely
3316,Reindeer Games (2000),Action|Thriller,2.4615384615384617,13.0,2155.0,,actionthriller reindeer games
3317,Wonder Boys (2000),Comedy|Drama,3.659090909090909,22.0,11004.0,writing,comedydrama wonder boys writing
3323,Chain of Fools (2000),Comedy|Crime,4.0,1.0,20682.0,,comedycrime chain of fools
3324,Drowning Mona (2000),Comedy,1.3333333333333333,3.0,25166.0,,comedy drowning mona
3325,"Next Best Thing, The (2000)",Comedy|Drama,2.1666666666666665,3.0,1831.0,,"comedydrama next best thing, the"
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,3.1666666666666665,3.0,10416.0,,comedysci-fi what planet are you from?
3327,Beyond the Mat (1999),Documentary,3.7,5.0,14271.0,,documentary beyond the mat
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,4.052631578947368,19.0,4816.0,,crimedrama ghost dog: the way of the samurai
3329,The Year My Voice Broke (1987),Drama|Romance,4.0,1.0,19958.0,,dramaromance the year my voice broke
3330,Splendor in the Grass (1961),Drama|Romance,4.25,2.0,28569.0,adolescence sexuality,dramaromance splendor in the grass adolescence sexuality
3331,My Tutor (1983),Drama,2.0,1.0,2193.0,,drama my tutor
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,4.2,10.0,11016.0,,crimedramafilm-noirthriller key largo
3338,For All Mankind (1989),Documentary,,,20423.0,in netflix queue,documentary for all mankind in netflix queue
3341,Born Yesterday (1950),Comedy,4.285714285714286,7.0,24481.0,remade,comedy born yesterday remade
3342,Birdy (1984),Drama|War,3.5,5.0,11296.0,,dramawar birdy
3344,Blood Feast (1963),Horror,4.0,1.0,28172.0,,horror blood feast
3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children,3.0,1.0,57855.0,,"adventurechildren charlie, the lonesome cougar"
3347,Never Cry Wolf (1983),Adventure|Drama,4.166666666666667,9.0,14280.0,,adventuredrama never cry wolf
3350,"Raisin in the Sun, A (1961)",Drama,3.8333333333333335,3.0,29478.0,,"drama raisin in the sun, a"
3353,"Closer You Get, The (2000)",Comedy|Romance,4.5,1.0,73642.0,,"comedyromance closer you get, the"
3354,Mission to Mars (2000),Sci-Fi,2.6904761904761907,21.0,2067.0,,sci-fi mission to mars
3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,3.2,15.0,622.0,,"fantasyhorrormysterythriller ninth gate, the"
3357,East-West (Est-ouest) (1999),Drama|Romance,4.0,1.0,28463.0,,dramaromance east-west (est-ouest)
3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,3.85,10.0,12186.0,,comedydramafantasyromance defending your life
3359,Breaking Away (1979),Comedy|Drama,4.090909090909091,11.0,20283.0,,comedydrama breaking away
3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,3.7045454545454546,22.0,5693.0,basketball,dramaromance hoosiers (a.k.a. best shot) basketball
3361,Bull Durham (1988),Comedy|Drama|Romance,3.6714285714285713,35.0,287.0,,comedydramaromance bull durham
3362,Dog Day Afternoon (1975),Crime|Drama,3.9342105263157894,38.0,968.0,,crimedrama dog day afternoon
3363,American Graffiti (1973),Comedy|Drama,3.8488372093023258,43.0,838.0,,comedydrama american graffiti
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,3.6666666666666665,3.0,16958.0,,"crimefilm-noir asphalt jungle, the"
3365,"Searchers, The (1956)",Drama|Western,4.071428571428571,7.0,3114.0,,"dramawestern searchers, the"
3368,"Big Country, The (1958)",Romance|Western,3.25,2.0,12501.0,,"romancewestern big country, the"
3370,Betrayed (1988),Drama|Thriller,2.5,2.0,31618.0,,dramathriller betrayed
3372,"Bridge at Remagen, The (1969)",Action|War,4.0,2.0,15873.0,,"actionwar bridge at remagen, the"
3374,Daughters of the Dust (1991),Drama,4.0,1.0,68427.0,,drama daughters of the dust
3378,"Ogre, The (Unhold, Der) (1996)",Drama,4.0,1.0,48213.0,,"drama ogre, the (unhold, der)"
3379,On the Beach (1959),Drama,4.5,1.0,35412.0,,drama on the beach
3384,"Taking of Pelham One Two Three, The (1974)",Action|Crime,4.5,4.0,8333.0,subway,"actioncrime taking of pelham one two three, the subway"
3385,Volunteers (1985),Comedy,2.8125,8.0,19259.0,peace corp,comedy volunteers peace corp
3386,JFK (1991),Drama|Mystery|Thriller,3.5,31.0,820.0,politics president,dramamysterythriller jfk politics president
3387,Who's Harry Crumb? (1989),Comedy|Mystery,2.857142857142857,7.0,11718.0,,comedymystery who's harry crumb?
3388,Harry and the Hendersons (1987),Children|Comedy,2.5454545454545454,11.0,8989.0,,childrencomedy harry and the hendersons
3389,Let's Get Harry (1986),Action|Adventure,2.0,1.0,32031.0,,actionadventure let's get harry
3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,2.0,1.0,58048.0,,adventurecrimedramaromance shanghai surprise
3391,Who's That Girl? (1987),Comedy,2.5,2.0,26827.0,,comedy who's that girl?
3392,She-Devil (1989),Comedy,2.3333333333333335,6.0,11157.0,,comedy she-devil
3393,Date with an Angel (1987),Comedy|Fantasy|Romance,1.3333333333333333,3.0,28370.0,,comedyfantasyromance date with an angel
3394,Blind Date (1987),Comedy|Romance,2.357142857142857,7.0,918.0,,comedyromance blind date
3395,Nadine (1987),Comedy,3.0,3.0,61178.0,,comedy nadine
3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,3.590909090909091,33.0,11176.0,,"adventurechildrencomedymusical muppet movie, the"
3397,"Great Muppet Caper, The (1981)",Children|Comedy,3.4545454545454546,11.0,14900.0,,"childrencomedy great muppet caper, the"
3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,3.3333333333333335,15.0,11899.0,,"childrencomedymusical muppets take manhattan, the"
3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,3.0,1.0,18890.0,,adventureanimationchildrenfantasy we're back! a dinosaur's story
3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,2.2,5.0,19736.0,,adventuresci-fi baby... secret of the lost legend
3402,Turtle Diary (1985),Comedy|Drama|Romance,4.0,2.0,123047.0,,comedydramaromance turtle diary
3403,Raise the Titanic (1980),Drama|Thriller,4.0,1.0,24575.0,,dramathriller raise the titanic
3404,Titanic (1953),Action|Drama,3.5833333333333335,6.0,16535.0,,actiondrama titanic
3405,"Night to Remember, A (1958)",Action|Drama,3.0,1.0,10971.0,,"actiondrama night to remember, a"
3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,3.0,3.0,23928.0,,actionadventuredramawar captain horatio hornblower r.n.
3408,Erin Brockovich (2000),Drama,3.5285714285714285,70.0,462.0,scandal true story,drama erin brockovich scandal true story
3409,Final Destination (2000),Drama|Thriller,2.9285714285714284,35.0,9532.0,,dramathriller final destination
3410,Soft Fruit (1999),Comedy|Drama,4.0,1.0,117259.0,,comedydrama soft fruit
3412,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,3.4166666666666665,6.0,2383.0,,"adventurechildrendrama bear, the (ours, l')"
3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,4.0,1.0,53879.0,,dramaromancewar love is a many-splendored thing
3415,"Mirror, The (Zerkalo) (1975)",Drama,4.166666666666667,3.0,1396.0,,"drama mirror, the (zerkalo)"
3417,"Crimson Pirate, The (1952)",Adventure|Comedy,3.0,1.0,11570.0,,"adventurecomedy crimson pirate, the"
3418,Thelma & Louise (1991),Adventure|Crime|Drama,3.4634146341463414,41.0,1541.0,,adventurecrimedrama thelma & louise
3420,...And Justice for All (1979),Drama|Thriller,3.1666666666666665,3.0,17443.0,lawyers,dramathriller ...and justice for all lawyers
3421,Animal House (1978),Comedy,3.693548387096774,62.0,8469.0,college toga,comedy animal house college toga
3422,She's Gotta Have It (1986),Comedy|Romance,3.3333333333333335,6.0,27995.0,,comedyromance she's gotta have it
3423,School Daze (1988),Drama,2.1666666666666665,3.0,36739.0,,drama school daze
3424,Do the Right Thing (1989),Drama,4.037037037037037,27.0,925.0,racism great cinematography,drama do the right thing racism great cinematography
3425,Mo' Better Blues (1990),Drama|Musical,3.4,5.0,41823.0,,dramamusical mo' better blues
3426,Jungle Fever (1991),Drama|Romance,3.0714285714285716,7.0,1713.0,,dramaromance jungle fever
3428,"Champ, The (1979)",Drama,3.0,1.0,30547.0,,"drama champ, the"
3429,Creature Comforts (1989),Animation|Comedy,4.25,12.0,54825.0,aardman,animationcomedy creature comforts aardman
3430,Death Wish (1974),Action|Crime|Drama,3.0,4.0,13939.0,,actioncrimedrama death wish
3431,Death Wish 2 (1982),Action|Drama,1.6666666666666667,3.0,14373.0,,actiondrama death wish 2
3432,Death Wish 3 (1985),Action|Drama,1.5,2.0,24873.0,,actiondrama death wish 3
3433,Death Wish 4: The Crackdown (1987),Action|Drama,1.0,1.0,26263.0,,actiondrama death wish 4: the crackdown
3434,Death Wish 5: The Face of Death (1994),Action|Drama,1.0,1.0,34746.0,,actiondrama death wish 5: the face of death
3435,Double Indemnity (1944),Crime|Drama|Film-Noir,4.323529411764706,17.0,996.0,insurance,crimedramafilm-noir double indemnity insurance
3436,Dying Young (1991),Drama|Romance,3.75,4.0,9079.0,,dramaromance dying young
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,3.0,25.0,1498.0,,actionchildrencomedyfantasysci-fi teenage mutant ninja turtles
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,2.6923076923076925,13.0,1497.0,,actionchildrenfantasy teenage mutant ninja turtles ii: the secret of the ooze
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,2.0714285714285716,14.0,1499.0,,actionadventurechildrencomedyfantasy teenage mutant ninja turtles iii
3441,Red Dawn (1984),Action|Drama|War,3.4285714285714284,14.0,1880.0,,actiondramawar red dawn
3442,Band of the Hand (1986),Action|Crime|Drama,1.0,1.0,33762.0,,actioncrimedrama band of the hand
3444,Bloodsport (1988),Action,2.9444444444444446,9.0,11690.0,,action bloodsport
3445,Eyes of Laura Mars (1978),Mystery|Thriller,3.5,4.0,29143.0,,mysterythriller eyes of laura mars
3446,Funny Bones (1995),Comedy|Drama,2.75,2.0,35292.0,,comedydrama funny bones
3447,"Good Earth, The (1937)",Drama,4.0,2.0,36652.0,pearl s buck,"drama good earth, the pearl s buck"
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,3.802325581395349,43.0,801.0,,"comedydramawar good morning, vietnam"
3449,"Good Mother, The (1988)",Drama,4.0,1.0,104301.0,,"drama good mother, the"
3450,Grumpy Old Men (1993),Comedy,3.293103448275862,29.0,11520.0,,comedy grumpy old men
3451,Guess Who's Coming to Dinner (1967),Drama,4.545454545454546,11.0,1879.0,hepburn and tracy interracial marriage prejudice racism,drama guess who's coming to dinner hepburn and tracy interracial marriage prejudice racism
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,3.0833333333333335,18.0,2085.0,,actioncrimeromancethriller romeo must die
3453,Here on Earth (2000),Drama|Romance,3.0,2.0,13539.0,,dramaromance here on earth
3454,Whatever It Takes (2000),Comedy|Romance,2.25,2.0,16222.0,,comedyromance whatever it takes
3455,Buddy Boy (1999),Drama|Thriller,2.5,1.0,109479.0,,dramathriller buddy boy
3456,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,,,17078.0,in netflix queue,"drama color of paradise, the (rang-e khoda) in netflix queue"
3459,Gothic (1986),Drama|Horror,4.0,1.0,33516.0,,dramahorror gothic
